page,font_size,font_flags,page_height,page_width,block_index,total_blocks,relative_position,font_size_z_score,font_size_percentile,is_largest_font,is_common_font_size,font_size_deviation,is_first_page,is_last_page,page_position_normalized,prev_font_size_diff,prev_text_length,prev_page_diff,next_font_size_diff,next_text_length,next_page_diff,text_length_z_score,is_short_text,is_medium_text,is_long_text,title_score,h1_score,h2_score,h3_score,heading_likelihood,heuristic_confidence,block_width,block_height,aspect_ratio,sentence_count,avg_sentence_length,word_count,avg_word_length,unique_word_ratio,char_count,alpha_ratio,digit_ratio,punct_ratio,space_ratio,stopword_ratio,bigram_diversity,starts_with_number,ends_with_punct,has_colon,parentheses_count,quote_count,flesch_score,heading_rank,heading_percentile,label
1,9.950395584106444,4,792.0,612.0,10,17,0.5882352941176471,-0.3928018529399421,0.8235294117647058,False,True,0.0,True,True,0.4781298011240333,0.0,120,0,0.0,15,0,3.2608638110489028,False,False,True,5,4,0.5,0.0,5.0,0.5263157894736842,516.7924499511719,118.19540405273438,4.3723565572871035,7,18.142857142857142,127,4.968503937007874,0.5354330708661418,773,0.7554980595084088,0.0258732212160414,0.0168175937904269,0.1836998706338939,0.272108843537415,0.7123287671232876,False,True,False,0,0,0.0,7,0.6470588235294118,Paragraph
1,9.950395584106444,4,792.0,612.0,11,17,0.6470588235294118,-0.3928018529399421,0.8235294117647058,False,True,0.0,True,True,0.6301330797600023,0.0,773,0,0.0,128,0,-0.8052762188694407,False,True,False,4,3,1.0,0.0,4.0,0.5,69.44641876220703,13.286651611328123,5.2267810426366115,1,2.0,2,7.0,1.0,15,0.9333333333333332,0.0,0.0,0.0666666666666666,0.0,1.0,False,False,False,0,0,0.0,9,0.5294117647058824,H2
1,9.950395584106444,4,792.0,612.0,12,17,0.7058823529411765,-0.3928018529399421,0.8235294117647058,False,True,0.0,True,True,0.6448339982466265,0.0,15,0,0.0,230,0,-0.1991102249634079,False,True,False,3,3,0.0,0.0,3.0,0.5,395.23626708984375,25.647003173828125,15.410621834100626,2,8.5,17,5.529411764705882,1.0,128,0.6875,0.015625,0.0078125,0.265625,0.2631578947368421,1.0,False,False,False,0,0,0.0,15,0.1764705882352941,Paragraph
1,9.950395584106444,4,792.0,612.0,13,17,0.7647058823529411,-0.3928018529399421,0.8235294117647058,False,True,0.0,True,True,0.6751416138928346,0.0,128,0,0.0,161,0,0.3480484598013295,False,True,False,3,4,0.5,0.0,4.0,0.5333333333333333,488.719482421875,49.65057373046875,9.843178954485388,3,11.0,33,5.848484848484849,0.9090909090909092,230,0.7652173913043478,0.017391304347826,0.0260869565217391,0.1608695652173913,0.1860465116279069,1.0,False,False,False,2,0,0.0,10,0.4705882352941176,Paragraph
1,9.950395584106444,4,792.0,612.0,14,17,0.8235294117647058,-0.3928018529399421,0.8235294117647058,False,True,0.0,True,True,0.7357566910560684,0.0,230,0,-1.9181499481201172,83,0,-0.0220882975395223,False,True,False,3,3,0.0,0.0,3.0,0.5,519.4565505981445,24.92987060546875,20.836712665656343,1,23.0,23,5.956521739130435,0.9130434782608696,161,0.8074534161490683,0.0124223602484472,0.0186335403726708,0.1490683229813664,0.1851851851851851,0.9615384615384616,False,True,False,0,0,0.0,16,0.1176470588235294,Paragraph
1,8.032245635986328,4,792.0,612.0,15,17,0.8823529411764706,-0.9964095623681832,0.0588235294117647,False,False,1.9181499481201172,True,True,0.7899166068645439,-1.9181499481201172,161,0,0.959050178527832,94,0,-0.4405037623596157,False,True,False,3,5,0.0,0.0,5.0,0.625,193.0293560028076,21.7642822265625,8.869088996062661,3,4.0,12,5.333333333333333,1.0,83,0.7108433734939759,0.0120481927710843,0.036144578313253,0.2289156626506024,0.2142857142857142,1.0,True,True,False,0,0,0.0,8,0.5882352941176471,Paragraph
1,8.99129581451416,4,792.0,612.0,16,17,0.9411764705882352,-0.694613510367519,0.1176470588235294,False,False,0.9590997695922852,True,True,0.8689431855172822,0.959050178527832,83,0,0.0,0,0,-0.3814964532183205,False,True,False,3,2,0.0,0.0,3.0,0.6,395.8809967041016,12.0059814453125,32.9736472197086,2,6.0,12,6.916666666666667,1.0,94,0.6276595744680851,0.1382978723404255,0.0425531914893617,0.1170212765957446,0.3125,1.0,False,True,False,2,0,0.0,17,0.0588235294117647,Paragraph
1,24.0,16,792.0,612.0,0,136,0.0,4.943263685791218,1.0,True,False,14.039999961853027,True,False,0.2394192242863202,0.0,0,0,0.0,27,0,-0.6083439673949244,False,True,False,8,7,1.5,0.0,8.0,0.4848484848484848,113.303955078125,26.759994506835938,4.234079907945463,1,1.0,1,8.0,1.0,8,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0.0,1,1.0,Paragraph
1,24.0,16,792.0,612.0,1,136,0.0073529411764705,4.943263685791218,1.0,True,False,14.039999961853027,True,False,0.3091464957805595,0.0,8,0,-12.0,11,0,-0.5134646330305783,False,True,False,8,6,1.0,0.0,8.0,0.5333333333333333,340.01036071777344,26.760009765625,12.705913177750002,1,3.0,3,8.333333333333334,1.0,27,0.925925925925926,0.0,0.0,0.074074074074074,0.0,1.0,False,False,False,0,0,0.0,2,0.9926470588235294,Title
1,12.0,0,792.0,612.0,2,136,0.0147058823529411,0.5397537448634514,0.8529411764705882,False,False,2.0399999618530273,True,False,0.4828661909007062,-12.0,27,0,6.0,51,0,-0.5933630198637118,False,True,False,4,3,2.0,0.5,4.0,0.4210526315789473,64.12799072265625,13.379974365234377,4.792833601332011,1,2.0,2,5.0,1.0,11,0.6363636363636364,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0,1.0,False,False,False,0,0,0.0,17,0.8823529411764706,Paragraph
1,18.0,0,792.0,612.0,3,136,0.0220588235294117,2.741508715327335,0.9852941176470588,False,False,8.039999961853027,True,False,0.5880050273856732,6.0,11,0,-8.039999961853027,111,0,-0.3936170527808781,False,True,False,8,7,1.5,0.0,8.0,0.4848484848484848,410.0758972167969,20.07000732421875,20.43227441785498,1,5.0,5,9.4,1.0,51,0.9215686274509804,0.0,0.0,0.0784313725490196,0.0,1.0,False,False,False,0,0,0.0,3,0.9852941176470588,Paragraph
1,9.960000038146973,0,792.0,612.0,4,136,0.0294117647058823,-0.2088429310958879,0.8455882352941176,False,True,0.0,True,False,0.8235936791005761,-8.039999961853027,51,0,0.0,100,1,-0.0939981021566275,False,True,False,5,2,0.0,0.0,5.0,0.7142857142857143,414.0472106933594,22.629150390625,18.297072737865335,1,18.0,18,5.166666666666667,1.0,111,0.8108108108108109,0.0,0.027027027027027,0.1621621621621621,0.3809523809523809,1.0,False,True,False,0,0,0.0,10,0.9338235294117648,Paragraph
2,9.960000038146973,0,792.0,612.0,5,136,0.0367647058823529,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.0487704710526899,0.0,111,1,0.0,5,0,-0.1489282431044068,False,True,False,3,4,2.0,0.0,4.0,0.4444444444444444,441.2638626098633,34.14537811279297,12.923091996586752,1,11.0,11,7.818181818181818,1.0,100,0.85,0.0,0.0,0.14,0.0,1.0,False,False,False,0,0,0.0,18,0.875,Paragraph
2,9.960000038146973,0,792.0,612.0,6,136,0.0441176470588235,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.0778613524003462,0.0,100,0,0.0,92,0,-0.6233249149261368,False,True,False,3,2,1.0,0.0,3.0,0.5,29.2923583984375,11.10540008544922,2.637667996924994,1,1.0,1,5.0,1.0,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0.0,43,0.6911764705882353,Paragraph
2,9.960000038146973,0,792.0,612.0,7,136,0.0514705882352941,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.1519775294294261,0.0,5,0,0.0,40,0,-0.1888774365209735,False,True,False,2,2,0.5,0.0,2.0,0.4444444444444444,412.3031921386719,11.10540008544922,37.12636996112275,1,10.0,10,8.3,1.0,92,0.8478260869565217,0.0,0.0108695652173913,0.0978260869565217,0.0,1.0,False,True,False,2,0,0.0,59,0.5735294117647058,Paragraph
2,9.960000038146973,0,792.0,612.0,8,136,0.0588235294117647,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.9074284717290088,0.0,92,0,-3.9600000381469727,53,0,-0.4485471937286573,False,True,False,0,0,0.0,0.0,0.0,0.0,456.5504760742187,11.39422607421875,40.06858149911883,1,9.0,9,3.3333333333333335,0.8888888888888888,40,0.4,0.325,0.025,0.25,0.1,1.0,False,False,False,0,0,56.70000000000002,100,0.2720588235294117,Paragraph
2,6.0,0,792.0,612.0,9,136,0.0661764705882353,-1.6620012256004322,0.0808823529411764,False,False,3.9600000381469727,False,False,0.9304166851621686,-3.9600000381469727,40,0,3.9600000381469727,84,1,-0.3836297544267364,False,True,False,1,2,1.5,0.0,2.0,0.4444444444444444,142.71002197265625,6.69000244140625,21.33183406472096,1,6.0,6,8.0,1.0,53,0.8867924528301887,0.0,0.0,0.0943396226415094,0.0,1.0,False,False,False,0,0,0.0,60,0.5661764705882353,Paragraph
3,9.960000038146973,0,792.0,612.0,10,136,0.0735294117647058,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.0487704710526899,3.9600000381469727,53,1,0.0,20,0,-0.2288266299375403,False,True,False,3,4,2.0,0.0,4.0,0.4444444444444444,441.2638626098633,31.612548828125,13.9585031567363,1,10.0,10,7.2,1.0,84,0.8452380952380952,0.0,0.0,0.1428571428571428,0.0,1.0,False,False,False,0,0,0.0,19,0.8676470588235294,Paragraph
3,9.960000038146973,0,792.0,612.0,11,136,0.0808823529411764,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.0778613524003462,0.0,84,0,6.0,16,0,-0.5484201772700742,False,True,False,3,2,1.0,0.0,3.0,0.5,92.0902099609375,11.10540008544922,8.292381116606336,1,2.0,2,9.5,1.0,20,0.95,0.0,0.0,0.05,0.0,1.0,False,False,False,0,0,0.0,44,0.6838235294117647,Paragraph
3,15.960000038146973,16,792.0,612.0,12,136,0.088235294117647,1.992912039367996,0.9779411764705882,False,False,6.0,False,False,0.1375457108622849,6.0,20,0,-6.0,318,0,-0.5683947739783576,False,True,False,3,4,2.0,0.0,4.0,0.4444444444444444,130.584716796875,17.79540252685547,7.338115369956171,1,2.0,2,7.5,1.0,16,0.9375,0.0,0.0,0.0625,0.0,1.0,False,False,False,0,0,0.0,20,0.8602941176470589,H1
3,9.960000038146973,0,792.0,612.0,13,136,0.0955882352941176,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.1760684697314946,-6.0,16,0,0.0,40,0,0.9396872774970368,False,True,False,2,1,0.0,0.0,2.0,0.6666666666666666,447.7500686645508,84.66539001464844,5.288466380265691,1,53.0,53,4.6415094339622645,0.8490566037735849,318,0.5974842767295597,0.1540880503144654,0.0220125786163522,0.2264150943396226,0.0943396226415094,0.9615384615384616,False,False,False,0,0,0.0,61,0.5588235294117647,Paragraph
3,9.960000038146973,0,792.0,612.0,14,136,0.1029411764705882,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.9074337891858032,0.0,318,0,-3.9600000381469727,53,0,-0.4485471937286573,False,True,False,0,0,0.0,0.0,0.0,0.0,456.5504608154297,11.39422607421875,40.06858015995029,1,9.0,9,3.3333333333333335,0.8888888888888888,40,0.4,0.325,0.025,0.25,0.1,1.0,False,False,False,0,0,56.70000000000002,101,0.2647058823529412,Paragraph
3,6.0,0,792.0,612.0,15,136,0.1102941176470588,-1.6620012256004322,0.0808823529411764,False,False,3.9600000381469727,False,False,0.9304166851621686,-3.9600000381469727,40,0,3.9600000381469727,100,1,-0.3836297544267364,False,True,False,1,2,1.5,0.0,2.0,0.4444444444444444,142.71002197265625,6.69000244140625,21.33183406472096,1,6.0,6,8.0,1.0,53,0.8867924528301887,0.0,0.0,0.0943396226415094,0.0,1.0,False,False,False,0,0,0.0,62,0.5514705882352942,Paragraph
4,9.960000038146973,0,792.0,612.0,16,136,0.1176470588235294,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.0487704710526899,3.9600000381469727,53,1,0.0,5,0,-0.1489282431044068,False,True,False,3,4,2.0,0.0,4.0,0.4444444444444444,441.2638626098633,34.14537811279297,12.923091996586752,1,11.0,11,7.818181818181818,1.0,100,0.85,0.0,0.0,0.14,0.0,1.0,False,False,False,0,0,0.0,21,0.8529411764705882,Paragraph
4,9.960000038146973,0,792.0,612.0,17,136,0.125,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.0778613524003462,0.0,100,0,6.0,17,0,-0.6233249149261368,False,True,False,3,2,1.0,0.0,3.0,0.5,29.2923583984375,11.10540008544922,2.637667996924994,1,1.0,1,5.0,1.0,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0.0,45,0.6764705882352942,Paragraph
4,15.960000038146973,16,792.0,612.0,18,136,0.1323529411764706,1.992912039367996,0.9779411764705882,False,False,6.0,False,False,0.1375457108622849,6.0,5,0,-6.0,138,0,-0.5634011248012867,False,True,False,2,3,1.0,0.0,3.0,0.5,137.81460571289062,17.79540252685547,7.744393840201777,1,3.0,3,5.0,1.0,17,0.8823529411764706,0.0,0.0,0.1176470588235294,0.3333333333333333,1.0,False,False,False,0,0,0.0,46,0.6691176470588235,H1
4,9.960000038146973,16,792.0,612.0,19,136,0.1397058823529411,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.1827350963245738,-6.0,17,0,0.0,19,0,0.0408304256242851,False,True,False,2,1,0.0,0.0,2.0,0.6666666666666666,383.7090606689453,11.105392456054688,34.55159844078686,1,1.0,1,138.0,1.0,138,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,63,0.5441176470588235,Paragraph
4,9.960000038146973,16,792.0,612.0,20,136,0.1470588235294117,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.1827350963245738,0.0,138,0,0.0,136,0,-0.5534138264471451,False,True,False,3,2,1.0,0.0,3.0,0.5,472.5422058105469,11.105392456054688,42.55069847197662,1,3.0,3,5.333333333333333,1.0,19,0.7894736842105263,0.0526315789473684,0.0,0.1578947368421052,0.0,1.0,False,False,False,0,0,0.0,47,0.6617647058823529,H1
4,9.960000038146973,16,792.0,612.0,21,136,0.1544117647058823,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2047049782492897,0.0,19,0,0.0,20,0,0.0308431272701434,False,True,False,0,0,0.0,0.0,0.0,0.0,378.191162109375,11.105392456054688,34.054731843644504,1,1.0,1,136.0,1.0,136,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,102,0.2573529411764705,Paragraph
4,9.960000038146973,16,792.0,612.0,22,136,0.1617647058823529,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2047049782492897,0.0,136,0,0.0,76,0,-0.5484201772700742,False,True,False,0,0,0.0,0.0,0.0,0.0,472.542236328125,11.105392456054688,42.550701219972986,1,4.0,4,4.0,1.0,20,0.75,0.05,0.0,0.2,0.25,1.0,False,False,False,0,0,33.57500000000002,103,0.25,H1
4,9.960000038146973,16,792.0,612.0,23,136,0.1691176470588235,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2268257526436237,0.0,20,0,0.0,54,0,-0.268775823354107,False,True,False,0,0,0.0,0.0,0.0,0.0,212.5682373046875,11.105392456054688,19.140992823607487,1,1.0,1,76.0,1.0,76,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,104,0.2426470588235294,Paragraph
4,9.960000038146973,16,792.0,612.0,24,136,0.1764705882352941,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2268257526436237,0.0,76,0,0.0,63,0,-0.3786361052496655,False,True,False,0,4,0.5,0.0,4.0,0.8888888888888888,472.542236328125,11.105392456054688,42.550701219972986,2,4.0,8,5.625,1.0,54,0.7777777777777778,0.037037037037037,0.0185185185185185,0.1666666666666666,0.25,1.0,True,False,False,0,0,0.0,22,0.8455882352941176,H1
4,9.960000038146973,16,792.0,612.0,25,136,0.1838235294117647,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2489465270379577,0.0,54,0,0.0,62,0,-0.333693262656028,False,True,False,0,0,0.0,0.0,0.0,0.0,176.64346313476562,11.105392456054688,15.906098216138158,1,1.0,1,63.0,1.0,63,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,105,0.2352941176470588,Paragraph
4,9.960000038146973,16,792.0,612.0,26,136,0.1911764705882352,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2489465270379577,0.0,63,0,0.0,682,0,-0.3386869118330988,False,True,False,0,4,0.5,0.0,4.0,0.8888888888888888,472.542236328125,11.105392456054688,42.550701219972986,2,4.5,9,5.777777777777778,1.0,62,0.7903225806451613,0.032258064516129,0.0161290322580645,0.1612903225806451,0.1111111111111111,1.0,True,False,False,0,0,0.0,23,0.8382352941176471,H1
4,9.960000038146973,0,792.0,612.0,27,136,0.1985294117647058,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2712181939019097,0.0,62,0,0.0,181,0,2.757375577950824,False,False,True,0,0,0.0,0.0,0.0,0.0,342.6440734863281,68.63442993164062,4.992305958213669,1,6.0,6,112.0,0.8333333333333334,682,0.0,0.0,0.9853372434017597,0.0146627565982404,0.0,1.0,False,True,False,0,0,0.0,106,0.2279411764705882,Paragraph
4,9.960000038146973,0,792.0,612.0,28,136,0.2058823529411764,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.2712181939019097,0.0,682,0,0.0,73,0,0.2555573402383314,False,True,False,0,2,4.0,0.0,4.0,0.6666666666666666,462.5921936035156,68.63442993164062,6.739943699747401,1,29.0,29,4.758620689655173,0.896551724137931,181,0.6298342541436464,0.0994475138121546,0.0331491712707182,0.2375690607734806,0.1034482758620689,1.0,True,False,False,0,0,0.0,24,0.8308823529411765,Paragraph
4,9.960000038146973,16,792.0,612.0,29,136,0.213235294117647,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.363964466133503,0.0,181,0,0.0,41,0,-0.2837567708853196,False,True,False,0,4,0.5,0.0,4.0,0.8888888888888888,472.3968505859375,13.286651611328123,35.554243793310164,2,6.0,12,5.083333333333333,1.0,73,0.7671232876712328,0.0410958904109589,0.0136986301369863,0.1643835616438356,0.1666666666666666,1.0,True,False,False,0,0,0.0,25,0.8235294117647058,H1
4,9.960000038146973,16,792.0,612.0,30,136,0.2205882352941176,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.3658256916084675,0.0,73,0,0.0,247,0,-0.4435535445515865,False,True,False,0,0,0.0,0.0,0.0,0.0,115.9532470703125,11.10540771484375,10.441151738654913,1,1.0,1,41.0,1.0,41,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,107,0.2205882352941176,Paragraph
4,9.960000038146973,0,792.0,612.0,31,136,0.2279411764705882,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.3880973584724195,0.0,41,0,0.0,43,0,0.585138185925007,False,True,False,0,0,0.0,0.0,0.0,0.0,382.961181640625,22.509613037109375,17.013228126546412,1,2.0,2,122.5,1.0,247,0.0,0.0,0.9919028340080972,0.0080971659919028,0.0,1.0,False,True,False,0,0,0.0,108,0.213235294117647,Paragraph
4,9.960000038146973,0,792.0,612.0,32,136,0.2352941176470588,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.3880973584724195,0.0,247,0,0.0,138,0,-0.4335662461974448,False,True,False,1,1,4.0,0.0,4.0,0.6666666666666666,462.4467468261719,22.509613037109375,20.544411228384146,1,7.0,7,4.714285714285714,0.8571428571428571,43,0.5348837209302325,0.1860465116279069,0.0465116279069767,0.2325581395348837,0.0,1.0,True,False,False,0,0,0.3157142857143071,26,0.8161764705882353,Paragraph
4,9.960000038146973,16,792.0,612.0,33,136,0.2426470588235294,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.4244664510091145,0.0,43,0,0.0,18,0,0.0408304256242851,False,True,False,0,0,0.0,0.0,0.0,0.0,383.7111206054687,11.10540771484375,34.55173645651851,1,1.0,1,138.0,1.0,138,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0,0.0,109,0.2058823529411764,Paragraph
4,9.960000038146973,16,792.0,612.0,34,136,0.25,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.4244664510091145,0.0,138,0,0.0,230,0,-0.5584074756242159,False,True,False,1,5,1.5,0.0,5.0,0.6666666666666666,472.4067687988281,11.10540771484375,42.538444416353855,2,1.5,3,4.666666666666667,1.0,18,0.5555555555555556,0.1666666666666666,0.0555555555555555,0.2222222222222222,0.0,1.0,True,False,False,0,0,7.912499999999994,11,0.9264705882352942,H1
4,9.960000038146973,0,792.0,612.0,35,136,0.2573529411764705,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.4467381178730666,0.0,18,0,0.0,52,0,0.5002461499148027,False,True,False,0,0,0.0,0.0,0.0,0.0,362.81207275390625,22.629119873046875,16.032973212804666,1,2.0,2,114.0,1.0,230,0.0,0.0,0.991304347826087,0.008695652173913,0.0,1.0,False,True,False,0,0,0.0,110,0.1985294117647058,Paragraph
4,9.960000038146973,0,792.0,612.0,36,136,0.2647058823529412,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.4467381178730666,0.0,230,0,0.0,40,0,-0.3886234036038072,False,True,False,0,0,3.0,0.0,3.0,1.0,462.4567565917969,22.629119873046875,20.436356304896353,1,9.0,9,4.444444444444445,0.8888888888888888,52,0.5769230769230769,0.1538461538461538,0.0384615384615384,0.2307692307692307,0.1111111111111111,1.0,True,False,False,0,0,9.700000000000015,48,0.6544117647058824,H2
4,9.960000038146973,0,792.0,612.0,37,136,0.2720588235294117,-0.2088429310958879,0.8455882352941176,False,True,0.0,False,False,0.9074636131826074,0.0,52,0,-3.9600000381469727,53,0,-0.4485471937286573,False,True,False,0,0,0.0,0.0,0.0,0.0,456.5504760742187,11.39422607421875,40.06858149911883,1,9.0,9,3.3333333333333335,0.8888888888888888,40,0.4,0.325,0.025,0.25,0.1,1.0,False,False,False,0,0,56.70000000000002,111,0.1911764705882352,Paragraph
